               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.023922,           0.0068066,          0.00092322,             0.98231,             0.71827,             0.78948,             0.49626,            0.040812,            0.014557,           0.0030756,            0.004819,            0.004819,            0.004819
                 159,             0.02376,           0.0070772,           0.0010483,               0.983,             0.71025,             0.82076,             0.50038,            0.039448,            0.014045,           0.0028373,            0.004786,            0.004786,            0.004786
                 160,            0.024337,           0.0067488,           0.0010616,             0.90725,             0.73267,             0.81746,             0.50722,            0.039428,            0.013621,           0.0029075,            0.004753,            0.004753,            0.004753
                 161,            0.025458,           0.0067098,           0.0009344,             0.96683,             0.72094,             0.82307,             0.50456,            0.040262,            0.013009,           0.0028868,             0.00472,             0.00472,             0.00472
                 162,            0.023941,           0.0068163,           0.0010416,             0.85043,             0.66913,             0.75922,             0.50867,            0.040602,            0.012964,           0.0029047,            0.004687,            0.004687,            0.004687
                 163,            0.025951,           0.0071973,           0.0010108,             0.84437,             0.68792,               0.748,             0.47643,            0.041077,            0.013569,           0.0036702,            0.004654,            0.004654,            0.004654
                 164,            0.025016,            0.007235,           0.0010428,             0.81673,             0.69257,             0.74693,             0.49025,            0.039765,            0.014125,           0.0044499,            0.004621,            0.004621,            0.004621
                 165,            0.025092,           0.0069157,           0.0010456,             0.85018,             0.64141,             0.72242,             0.52244,            0.038338,            0.014342,             0.00532,            0.004588,            0.004588,            0.004588
                 166,            0.025122,           0.0064416,           0.0013313,             0.84802,             0.64197,             0.72153,             0.50592,            0.038761,            0.014572,           0.0055602,            0.004555,            0.004555,            0.004555
                 167,            0.023185,            0.006336,           0.0010287,             0.95171,             0.74243,             0.83502,             0.50742,            0.037305,            0.014749,           0.0058169,            0.004522,            0.004522,            0.004522
                 168,            0.024417,           0.0068462,          0.00087194,             0.84907,              0.6578,             0.76439,             0.49026,            0.037746,            0.014901,           0.0059323,            0.004489,            0.004489,            0.004489
                 169,            0.024488,           0.0070744,          0.00080938,              0.8524,             0.65472,             0.75453,             0.54276,            0.035492,            0.015307,           0.0069547,            0.004456,            0.004456,            0.004456
                 170,            0.021892,           0.0063774,           0.0008647,             0.96957,             0.74104,             0.82937,             0.52071,            0.036742,            0.014801,           0.0078555,            0.004423,            0.004423,            0.004423
                 171,            0.024189,           0.0074437,          0.00091457,             0.85712,             0.65652,             0.75621,             0.52988,            0.035042,            0.014474,           0.0062299,             0.00439,             0.00439,             0.00439
                 172,            0.023271,           0.0056212,          0.00089507,             0.86001,             0.66073,              0.7648,              0.5032,             0.03546,             0.01418,           0.0048526,            0.004357,            0.004357,            0.004357
                 173,            0.023963,           0.0070285,          0.00088948,             0.86052,             0.66216,             0.75521,             0.51871,             0.03552,            0.014461,           0.0037643,            0.004324,            0.004324,            0.004324
                 174,            0.022383,           0.0062209,          0.00089979,             0.97601,             0.74241,             0.83792,             0.54634,            0.034713,            0.014651,           0.0029773,            0.004291,            0.004291,            0.004291
                 175,            0.021481,           0.0065586,          0.00088895,             0.85706,             0.65484,             0.74363,             0.54729,             0.03599,            0.014806,           0.0027732,            0.004258,            0.004258,            0.004258
                 176,            0.023467,           0.0067611,            0.001099,             0.97219,              0.7364,             0.82758,             0.52057,            0.036278,            0.014917,           0.0027653,            0.004225,            0.004225,            0.004225
                 177,            0.024216,           0.0069175,          0.00095236,             0.96728,              0.7289,             0.81706,             0.52654,            0.036084,             0.01459,           0.0026236,            0.004192,            0.004192,            0.004192
                 178,            0.022975,           0.0064594,            0.000923,             0.96052,             0.73625,             0.82747,             0.50123,            0.036273,            0.014551,           0.0027422,            0.004159,            0.004159,            0.004159
                 179,            0.023399,           0.0068583,           0.0015575,             0.95879,             0.73554,             0.82455,              0.5281,            0.035527,            0.014769,           0.0028392,            0.004126,            0.004126,            0.004126
                 180,            0.023351,           0.0070301,          0.00092529,             0.95651,             0.73245,             0.82453,             0.51815,            0.035943,            0.015009,           0.0028746,            0.004093,            0.004093,            0.004093
                 181,            0.023175,           0.0066202,          0.00094406,             0.95749,              0.7292,             0.83212,             0.55255,            0.033922,            0.014938,           0.0028494,             0.00406,             0.00406,             0.00406
                 182,            0.022682,           0.0063978,          0.00099308,             0.95545,             0.72572,             0.84832,             0.51033,             0.03618,            0.014791,           0.0028133,            0.004027,            0.004027,            0.004027
                 183,            0.022326,           0.0065507,          0.00090653,             0.95635,             0.72358,             0.84267,             0.50834,            0.035446,            0.015281,           0.0029297,            0.003994,            0.003994,            0.003994
                 184,            0.022501,           0.0065397,          0.00093256,             0.95651,             0.72337,             0.82797,             0.51474,            0.035907,            0.015563,           0.0032505,            0.003961,            0.003961,            0.003961
                 185,            0.023969,           0.0067018,          0.00089533,             0.93628,             0.70781,             0.81445,             0.50047,            0.036632,            0.015857,           0.0035744,            0.003928,            0.003928,            0.003928
                 186,            0.022739,           0.0064298,          0.00085873,             0.84952,             0.65313,             0.73599,             0.50878,            0.036241,            0.015746,           0.0037766,            0.003895,            0.003895,            0.003895
                 187,            0.022472,           0.0071241,          0.00090929,             0.85164,             0.65019,             0.73965,             0.50199,            0.036684,             0.01582,           0.0040206,            0.003862,            0.003862,            0.003862
                 188,            0.021315,           0.0066119,          0.00077466,             0.85308,             0.64671,             0.74168,             0.49121,            0.035983,            0.016072,           0.0042269,            0.003829,            0.003829,            0.003829
                 189,             0.02215,           0.0059359,          0.00074473,             0.85402,             0.64303,             0.73665,             0.45566,             0.03626,            0.016325,           0.0043687,            0.003796,            0.003796,            0.003796
                 190,            0.022134,           0.0060541,           0.0007714,             0.96382,              0.7264,             0.82975,             0.52897,            0.034674,            0.016001,           0.0043947,            0.003763,            0.003763,            0.003763
                 191,            0.022164,           0.0066431,          0.00072728,             0.97351,             0.72965,             0.83142,             0.56797,            0.033462,            0.015728,           0.0045713,             0.00373,             0.00373,             0.00373
                 192,             0.02153,           0.0071127,          0.00075571,             0.86158,             0.64557,             0.75591,             0.56579,             0.03355,            0.015687,           0.0044991,            0.003697,            0.003697,            0.003697
                 193,            0.022993,           0.0069317,          0.00071899,             0.85153,             0.63913,             0.74849,             0.54566,            0.033774,            0.015681,            0.004246,            0.003664,            0.003664,            0.003664
                 194,            0.021599,           0.0064121,          0.00076459,             0.86224,             0.64466,             0.75566,             0.52182,            0.035978,            0.015512,           0.0041219,            0.003631,            0.003631,            0.003631
                 195,            0.022804,           0.0060122,          0.00078939,             0.86109,             0.64041,             0.76044,             0.54828,            0.034326,            0.015374,           0.0040062,            0.003598,            0.003598,            0.003598
                 196,            0.022223,           0.0063491,          0.00073604,             0.85903,              0.6398,             0.76129,             0.52514,             0.03388,            0.015279,           0.0040292,            0.003565,            0.003565,            0.003565
                 197,            0.020998,           0.0060818,          0.00073696,             0.84688,             0.63875,             0.74652,             0.53363,            0.033116,             0.01551,           0.0043595,            0.003532,            0.003532,            0.003532
                 198,            0.021859,           0.0065692,           0.0007853,             0.95014,             0.72376,             0.81999,             0.54813,            0.032133,            0.015689,           0.0046395,            0.003499,            0.003499,            0.003499
                 199,            0.022171,           0.0065464,          0.00076691,             0.83756,             0.63992,             0.71589,             0.55206,            0.033174,            0.016038,            0.005367,            0.003466,            0.003466,            0.003466
                 200,            0.021225,           0.0070644,          0.00084141,             0.84195,             0.63746,             0.71561,             0.52466,            0.033451,            0.016137,           0.0055927,            0.003433,            0.003433,            0.003433
                 201,            0.021218,           0.0064396,           0.0007108,             0.85585,             0.63577,             0.72455,             0.50127,            0.034303,            0.016413,            0.005586,              0.0034,              0.0034,              0.0034
                 202,            0.022087,           0.0061222,          0.00077574,             0.85694,             0.63623,             0.73063,             0.51291,            0.033928,            0.016332,           0.0049844,            0.003367,            0.003367,            0.003367
                 203,            0.022071,           0.0066689,          0.00077256,             0.84584,             0.63095,             0.73574,             0.53836,            0.033599,            0.016228,           0.0048004,            0.003334,            0.003334,            0.003334
                 204,             0.02132,           0.0066339,          0.00069932,             0.95909,             0.71169,             0.79877,             0.52647,            0.033582,             0.01667,           0.0050584,            0.003301,            0.003301,            0.003301
                 205,            0.021308,           0.0061723,          0.00070649,             0.95589,             0.71429,             0.79447,              0.5258,            0.033936,            0.017029,           0.0050156,            0.003268,            0.003268,            0.003268
                 206,            0.020195,           0.0066171,          0.00095154,             0.85606,              0.6364,             0.72168,             0.51384,            0.033863,            0.017004,           0.0047322,            0.003235,            0.003235,            0.003235
                 207,            0.021871,           0.0073036,          0.00084263,              0.9665,             0.71912,             0.80776,             0.51777,            0.034021,            0.016521,           0.0045388,            0.003202,            0.003202,            0.003202
                 208,            0.020522,           0.0057716,          0.00079264,             0.85001,             0.63833,             0.73856,             0.52702,             0.03392,            0.016072,           0.0042176,            0.003169,            0.003169,            0.003169
                 209,            0.020711,            0.006256,          0.00078557,             0.84859,             0.63872,             0.74503,             0.50223,             0.03502,            0.015703,           0.0039793,            0.003136,            0.003136,            0.003136
                 210,            0.020951,           0.0061958,          0.00073311,             0.84509,              0.6399,             0.74382,             0.51548,            0.034533,            0.015377,           0.0037431,            0.003103,            0.003103,            0.003103
                 211,            0.019844,             0.00649,          0.00073151,             0.95378,             0.72166,             0.81405,             0.50676,            0.035847,            0.015776,           0.0038244,             0.00307,             0.00307,             0.00307
                 212,            0.020021,            0.006574,           0.0010472,             0.95329,             0.72082,             0.81278,             0.51293,            0.034545,            0.016043,           0.0040346,            0.003037,            0.003037,            0.003037
                 213,            0.020647,           0.0059958,          0.00067282,             0.95509,             0.72117,             0.80629,             0.52657,            0.035548,            0.015994,           0.0042964,            0.003004,            0.003004,            0.003004
                 214,            0.020088,           0.0065714,          0.00071621,             0.95472,             0.72009,              0.8079,             0.51443,              0.0346,            0.016138,           0.0045097,            0.002971,            0.002971,            0.002971
                 215,             0.01926,           0.0061979,          0.00074128,              0.8369,             0.63948,             0.71855,             0.49264,            0.035497,             0.01598,           0.0044782,            0.002938,            0.002938,            0.002938
                 216,            0.020536,           0.0068186,           0.0006186,             0.94178,             0.71957,             0.80297,             0.49932,            0.035229,            0.016408,           0.0044143,            0.002905,            0.002905,            0.002905
                 217,            0.020158,           0.0067319,          0.00068539,             0.93907,             0.71869,             0.81195,             0.51313,            0.035726,            0.016241,           0.0042004,            0.002872,            0.002872,            0.002872
                 218,            0.019704,           0.0066783,          0.00074933,             0.96193,             0.72312,             0.79948,              0.4981,            0.035696,            0.016505,           0.0044241,            0.002839,            0.002839,            0.002839
                 219,            0.019171,           0.0063158,          0.00062827,             0.94522,             0.70815,             0.79076,             0.52497,            0.035409,            0.016513,           0.0045148,            0.002806,            0.002806,            0.002806
                 220,            0.019187,            0.005452,          0.00062347,             0.94381,              0.7073,             0.78583,             0.50963,            0.034929,            0.016573,           0.0044455,            0.002773,            0.002773,            0.002773
                 221,               0.021,           0.0062058,          0.00059375,             0.94513,             0.70822,               0.778,             0.50288,            0.035848,            0.016574,           0.0044346,             0.00274,             0.00274,             0.00274
                 222,            0.020084,           0.0056689,          0.00058211,             0.94372,             0.70878,             0.77262,             0.50627,            0.035962,            0.016372,           0.0044567,            0.002707,            0.002707,            0.002707
                 223,             0.01935,           0.0061602,          0.00062458,             0.93835,             0.70827,             0.77825,             0.51523,            0.035389,            0.016454,           0.0041727,            0.002674,            0.002674,            0.002674
                 224,            0.018993,           0.0061267,          0.00059338,               0.941,             0.70851,              0.7941,             0.52339,            0.035639,            0.016202,           0.0040698,            0.002641,            0.002641,            0.002641
                 225,            0.019215,           0.0062926,          0.00057172,             0.94077,             0.70884,             0.79972,             0.51143,            0.035368,            0.016204,           0.0041857,            0.002608,            0.002608,            0.002608
                 226,            0.019567,           0.0064256,          0.00055399,             0.93784,             0.70843,             0.80009,             0.49218,             0.03669,            0.016047,           0.0044043,            0.002575,            0.002575,            0.002575
                 227,            0.019315,           0.0061259,          0.00059235,             0.94016,             0.72392,             0.81119,             0.53978,            0.035404,             0.01582,           0.0045758,            0.002542,            0.002542,            0.002542
                 228,            0.020109,           0.0062838,           0.0005588,             0.83163,             0.64086,             0.72757,             0.52407,            0.035894,             0.01585,           0.0045909,            0.002509,            0.002509,            0.002509
                 229,            0.020312,           0.0056898,          0.00065211,             0.94449,             0.72079,             0.80826,             0.51137,             0.03669,            0.016029,           0.0043819,            0.002476,            0.002476,            0.002476
                 230,            0.020009,           0.0068845,          0.00067425,             0.94751,             0.72105,             0.80343,             0.52287,            0.036298,            0.016092,           0.0043108,            0.002443,            0.002443,            0.002443
                 231,            0.020408,           0.0062894,          0.00076203,             0.95248,             0.71819,             0.80289,              0.5353,            0.036492,            0.016104,           0.0042089,             0.00241,             0.00241,             0.00241
                 232,            0.018548,           0.0059599,          0.00058977,             0.95293,             0.71429,              0.7937,             0.50322,            0.037207,            0.016338,           0.0042008,            0.002377,            0.002377,            0.002377
                 233,            0.019027,           0.0056443,          0.00054583,             0.93997,             0.71065,             0.78008,             0.51968,            0.035985,            0.016299,           0.0041699,            0.002344,            0.002344,            0.002344
                 234,            0.018042,           0.0052918,          0.00055144,              0.9361,             0.71166,              0.7844,             0.51075,             0.03621,            0.016328,           0.0044112,            0.002311,            0.002311,            0.002311
                 235,            0.017799,           0.0060705,          0.00054469,             0.82899,             0.63095,             0.71559,             0.51667,            0.036018,            0.016085,           0.0047427,            0.002278,            0.002278,            0.002278
                 236,            0.018524,           0.0059817,          0.00055587,             0.94964,             0.71638,             0.80454,             0.52216,            0.036323,            0.016048,           0.0047937,            0.002245,            0.002245,            0.002245
                 237,            0.019015,           0.0058502,          0.00062971,              0.9663,             0.72084,             0.80373,             0.52506,            0.035827,            0.016195,           0.0045414,            0.002212,            0.002212,            0.002212
                 238,            0.017838,            0.005811,          0.00056122,             0.96709,             0.72319,             0.80764,             0.55867,            0.035237,            0.016197,            0.004506,            0.002179,            0.002179,            0.002179
                 239,            0.018431,           0.0059479,          0.00055056,             0.97201,             0.72483,             0.80999,             0.55241,            0.034502,            0.015843,           0.0042319,            0.002146,            0.002146,            0.002146
                 240,            0.018094,           0.0062378,          0.00057302,             0.96867,             0.72917,               0.811,             0.52576,            0.035199,            0.015775,           0.0041251,            0.002113,            0.002113,            0.002113
                 241,            0.018532,           0.0060996,           0.0005086,             0.96515,             0.73242,             0.81356,             0.52176,            0.035557,            0.015647,           0.0041526,             0.00208,             0.00208,             0.00208
                 242,            0.017306,           0.0057148,          0.00054315,             0.96398,             0.72249,             0.80721,             0.53895,             0.03554,            0.015766,           0.0041716,            0.002047,            0.002047,            0.002047
                 243,            0.018839,           0.0059433,          0.00082735,             0.96223,              0.7228,               0.801,             0.50817,            0.036101,            0.016369,           0.0042161,            0.002014,            0.002014,            0.002014
                 244,            0.017374,           0.0055939,          0.00053129,             0.96328,             0.72281,             0.80298,             0.50739,            0.037483,            0.016378,           0.0041954,            0.001981,            0.001981,            0.001981
                 245,             0.01885,            0.005846,          0.00047602,             0.96042,             0.72276,             0.79909,             0.52957,            0.037306,            0.016654,           0.0041477,            0.001948,            0.001948,            0.001948
                 246,            0.017958,           0.0058179,          0.00051447,             0.96252,             0.72592,             0.79776,             0.52162,            0.037896,            0.017027,           0.0043641,            0.001915,            0.001915,            0.001915
                 247,            0.018374,            0.005996,          0.00047065,              0.9629,             0.72792,             0.79486,             0.50277,            0.038016,            0.017295,           0.0044346,            0.001882,            0.001882,            0.001882
                 248,            0.019405,           0.0068933,          0.00050789,             0.96152,             0.72897,             0.80012,             0.50568,            0.036871,            0.017436,           0.0043413,            0.001849,            0.001849,            0.001849
                 249,            0.018234,           0.0053322,          0.00047989,             0.96058,              0.7294,             0.79319,             0.49179,            0.037762,            0.017527,           0.0041062,            0.001816,            0.001816,            0.001816
                 250,            0.017856,            0.005641,          0.00048263,             0.94294,             0.72348,             0.78852,             0.49919,            0.036956,            0.017429,           0.0040369,            0.001783,            0.001783,            0.001783
                 251,            0.018497,           0.0057041,            0.000492,             0.93681,             0.70914,             0.77834,             0.48958,            0.038433,            0.017464,           0.0039552,             0.00175,             0.00175,             0.00175
                 252,            0.017618,           0.0053818,          0.00048489,             0.93457,             0.70897,             0.77762,             0.48088,            0.038085,             0.01746,           0.0038876,            0.001717,            0.001717,            0.001717
                 253,            0.017506,           0.0058849,          0.00051343,             0.93698,             0.70926,             0.77789,             0.48403,            0.038106,            0.017444,           0.0037236,            0.001684,            0.001684,            0.001684
                 254,            0.017303,           0.0060233,          0.00045729,              0.9343,             0.70834,             0.78118,             0.50136,            0.037931,            0.017543,             0.00374,            0.001651,            0.001651,            0.001651
                 255,            0.017815,           0.0058099,          0.00051228,             0.93573,             0.70834,             0.78778,             0.50096,            0.037378,             0.01753,           0.0038338,            0.001618,            0.001618,            0.001618
                 256,            0.017257,           0.0059225,          0.00046599,             0.93639,             0.71746,             0.79487,             0.50497,            0.037025,            0.017471,           0.0038572,            0.001585,            0.001585,            0.001585
                 257,            0.017403,           0.0057763,           0.0004396,             0.93473,             0.71653,             0.79776,             0.50229,            0.036643,            0.017289,           0.0037999,            0.001552,            0.001552,            0.001552
                 258,            0.018445,           0.0063353,          0.00058708,             0.83029,             0.63522,              0.7163,             0.49545,            0.036075,            0.017185,            0.003854,            0.001519,            0.001519,            0.001519
                 259,            0.017283,           0.0055121,          0.00050798,             0.94528,             0.71742,             0.80448,             0.52177,            0.034958,             0.01696,           0.0037227,            0.001486,            0.001486,            0.001486
                 260,            0.016848,           0.0057562,           0.0004833,             0.94771,             0.71711,             0.80432,             0.52487,            0.035181,             0.01683,           0.0035654,            0.001453,            0.001453,            0.001453
                 261,            0.017615,           0.0059208,          0.00044687,              0.9503,              0.7173,             0.79898,             0.51381,            0.035435,            0.017043,           0.0035131,             0.00142,             0.00142,             0.00142
                 262,            0.016092,           0.0060307,          0.00051923,             0.95043,             0.71751,             0.79809,             0.49622,             0.03567,            0.017218,           0.0035858,            0.001387,            0.001387,            0.001387
                 263,            0.016397,           0.0054215,          0.00039698,             0.95072,             0.71739,              0.8004,             0.51423,            0.035616,            0.017253,           0.0034261,            0.001354,            0.001354,            0.001354
                 264,            0.017117,           0.0055651,           0.0007008,             0.94778,             0.71843,             0.79722,             0.50517,            0.035898,            0.017223,           0.0034283,            0.001321,            0.001321,            0.001321
                 265,            0.016537,           0.0062115,          0.00044984,             0.94576,             0.71679,             0.79041,             0.51254,             0.03505,            0.017427,           0.0033921,            0.001288,            0.001288,            0.001288
                 266,            0.016438,           0.0057471,          0.00036352,             0.94374,             0.71709,             0.78959,             0.52205,            0.034757,            0.017609,            0.003565,            0.001255,            0.001255,            0.001255
                 267,            0.017099,           0.0053195,          0.00040807,             0.94394,             0.71778,             0.78855,             0.49108,            0.036127,            0.017636,           0.0036706,            0.001222,            0.001222,            0.001222
                 268,            0.016948,           0.0053975,          0.00042737,             0.93232,              0.7185,             0.79015,             0.51802,            0.035329,            0.017584,           0.0037624,            0.001189,            0.001189,            0.001189
                 269,            0.016042,           0.0058212,           0.0004114,             0.92875,             0.70894,             0.77928,              0.5194,            0.035147,            0.017883,           0.0038323,            0.001156,            0.001156,            0.001156
                 270,             0.01768,           0.0056472,          0.00041115,              0.9326,             0.71386,             0.77052,             0.50871,            0.035597,            0.018221,           0.0039998,            0.001123,            0.001123,            0.001123
                 271,            0.016114,           0.0053844,          0.00037945,             0.92657,             0.71106,             0.76628,              0.5091,            0.036097,            0.018436,           0.0041468,             0.00109,             0.00109,             0.00109
                 272,              0.0172,           0.0059985,          0.00041202,             0.93021,             0.71429,             0.77192,             0.50672,            0.036061,            0.018381,           0.0040759,            0.001057,            0.001057,            0.001057
                 273,            0.017364,           0.0056046,          0.00038031,             0.82725,             0.62613,             0.70242,             0.50109,            0.036221,            0.018124,           0.0039557,            0.001024,            0.001024,            0.001024
                 274,            0.016245,            0.006157,          0.00034476,             0.92923,             0.72119,             0.79008,             0.51126,            0.036142,             0.01805,           0.0040646,            0.000991,            0.000991,            0.000991
                 275,             0.01577,           0.0053881,          0.00037459,             0.93287,              0.7229,             0.79009,             0.51461,            0.035769,            0.017932,           0.0039942,            0.000958,            0.000958,            0.000958
                 276,             0.01568,           0.0053768,          0.00043472,             0.93232,             0.72468,             0.79117,             0.51478,            0.035508,            0.017857,           0.0040803,            0.000925,            0.000925,            0.000925
                 277,            0.015843,            0.005341,          0.00031426,             0.93556,             0.72447,             0.79242,             0.51364,            0.035232,            0.017862,           0.0042482,            0.000892,            0.000892,            0.000892
                 278,            0.015628,           0.0054706,          0.00034166,             0.93962,             0.72311,             0.78905,             0.52921,            0.034969,             0.01779,            0.004527,            0.000859,            0.000859,            0.000859
                 279,            0.016154,           0.0055293,          0.00036054,             0.94303,              0.7215,             0.78895,             0.51697,            0.035613,            0.017783,           0.0048003,            0.000826,            0.000826,            0.000826
                 280,             0.01638,           0.0051496,          0.00034633,             0.94405,             0.72073,             0.78881,             0.51736,            0.035794,            0.017699,            0.004717,            0.000793,            0.000793,            0.000793
                 281,            0.016421,           0.0061784,          0.00032853,             0.94641,             0.71916,             0.78858,             0.52241,            0.035801,            0.017747,           0.0046673,             0.00076,             0.00076,             0.00076
                 282,            0.015851,           0.0057805,          0.00036721,              0.9499,             0.71715,             0.78808,             0.52176,             0.03518,            0.017853,           0.0045267,            0.000727,            0.000727,            0.000727
                 283,            0.015485,           0.0058933,          0.00036917,             0.94547,             0.71429,             0.78425,             0.52262,            0.035021,             0.01786,            0.004425,            0.000694,            0.000694,            0.000694
                 284,            0.016516,           0.0060437,          0.00041979,             0.94178,             0.71429,             0.78185,             0.51216,            0.035036,            0.017899,           0.0043346,            0.000661,            0.000661,            0.000661
                 285,            0.015837,            0.005738,          0.00070393,             0.94381,             0.71429,             0.78285,             0.51052,             0.03537,            0.017671,           0.0042692,            0.000628,            0.000628,            0.000628
                 286,            0.015496,           0.0053173,          0.00031745,             0.94655,             0.71429,             0.78619,             0.51296,            0.035371,            0.017518,            0.004304,            0.000595,            0.000595,            0.000595
                 287,            0.015435,           0.0057196,           0.0003601,             0.94805,             0.71429,             0.78397,             0.51572,            0.034845,            0.017387,            0.004076,            0.000562,            0.000562,            0.000562
                 288,            0.016424,           0.0052196,          0.00035196,             0.95099,             0.71429,             0.78469,             0.51765,            0.034756,            0.017378,           0.0040109,            0.000529,            0.000529,            0.000529
                 289,            0.015241,           0.0056823,          0.00035273,             0.95281,             0.71048,             0.78999,             0.52966,            0.034496,            0.017254,           0.0039121,            0.000496,            0.000496,            0.000496
                 290,            0.015904,           0.0054782,          0.00032571,             0.95401,             0.71067,             0.78802,             0.53891,            0.034668,            0.017139,           0.0038751,            0.000463,            0.000463,            0.000463
                 291,            0.015893,           0.0062338,          0.00032002,             0.95487,             0.71087,             0.78578,             0.52309,             0.03501,            0.017175,           0.0039128,             0.00043,             0.00043,             0.00043
